repo,metamodels,originals,originals_links,label 1 reviewer 1,label 2 reviewer 1,label 1 reviewer 2,label 2 reviewer 2,Final label 1,Final label 2,labeller
https://github.com/mdht/mdht,mdht$mdht$cda#deprecated#org.openhealthtools.mdht.uml.cda.hitsp#model#hitsp.ecore || mdht$mdht$cda#deprecated#org.openhealthtools.mdht.uml.cda.ihe#model#ihe.ecore || mdht$mdht$cts2#plugins#org.openhealthtools.mdht.cts2.core#model#core.ecore || mdht$mdht$cts2#plugins#org.openhealthtools.mdht.cts2.core#model#codesystem.ecore || mdht$mdht$cts2#plugins#org.openhealthtools.mdht.cts2.core#model#entity.ecore || mdht$mdht$cda#deprecated#org.openhealthtools.mdht.uml.cda.ncr#model#ncr.ecore || mdht$mdht$cda#plugins#org.openhealthtools.mdht.uml.cda.core#model#profile.ecore || mdht$mdht$cda#plugins#org.openhealthtools.mdht.uml.hl7.rim#model#rim.ecore || mdht$mdht$cts2#plugins#org.openhealthtools.mdht.cts2.core#model#valuesetdefinition.ecore || mdht$mdht$cts2#plugins#org.openhealthtools.mdht.cts2.core#model#valueset.ecore || mdht$mdht$cda#deprecated#org.openhealthtools.mdht.uml.cda.cdt#model#cdt.ecore || mdht$mdht$cts2#plugins#org.openhealthtools.mdht.cts2.core#model#association.ecore || mdht$mdht$hl7#plugins#org.openhealthtools.mdht.emf.hl7.mif2#model#xhtml.ecore || mdht$mdht$core#plugins#org.openhealthtools.mdht.uml.term.core#model#profile.ecore || mdht$mdht$hl7#plugins#org.openhealthtools.mdht.emf.hl7.mif2#src#org#openhealthtools#mdht#emf#hl7#mif2#internal#impl#mif2.ecore || mdht$mdht$hl7#plugins#org.openhealthtools.mdht.emf.hl7.mif2#src#org#openhealthtools#mdht#emf#w3c#xhtml#internal#impl#xhtml.ecore || mdht$mdht$cda#plugins#org.openhealthtools.mdht.uml.hl7.vocab#src#org#openhealthtools#mdht#uml#hl7#vocab#internal#impl#vocab.ecore || mdht$mdht$cda#plugins#org.openhealthtools.mdht.uml.hl7.datatypes#model#datatypes.ecore || mdht$mdht$cda#plugins#org.openhealthtools.mdht.uml.hl7.vocab#model#vocab.ecore,swmuir$mdht$cda#deprecated#org.openhealthtools.mdht.uml.cda.hitsp#model#hitsp.ecore || swmuir$mdht$cda#deprecated#org.openhealthtools.mdht.uml.cda.ihe#model#ihe.ecore || swmuir$mdht$cts2#plugins#org.openhealthtools.mdht.cts2.core#model#core.ecore || swmuir$mdht$cts2#plugins#org.openhealthtools.mdht.cts2.core#model#codesystem.ecore || swmuir$mdht$cts2#plugins#org.openhealthtools.mdht.cts2.core#model#entity.ecore || swmuir$mdht$cda#deprecated#org.openhealthtools.mdht.uml.cda.ncr#model#ncr.ecore || swmuir$mdht$cda#plugins#org.openhealthtools.mdht.uml.cda.core#model#profile.ecore || swmuir$mdht$core#plugins#org.openhealthtools.mdht.uml.hl7.rim#model#rim.ecore || swmuir$mdht$cts2#plugins#org.openhealthtools.mdht.cts2.core#model#valuesetdefinition.ecore || swmuir$mdht$cts2#plugins#org.openhealthtools.mdht.cts2.core#model#valueset.ecore || mdht$mdht-models$generated#org.openhealthtools.mdht.uml.cda.cdt#model#cdt.ecore || swmuir$mdht$cts2#plugins#org.openhealthtools.mdht.cts2.core#model#association.ecore || swmuir$mdht$core#plugins#org.openhealthtools.mdht.emf.hl7.mif2#model#xhtml.ecore || swmuir$mdht$core#plugins#org.openhealthtools.mdht.uml.term.core#model#profile.ecore || swmuir$mdht$core#plugins#org.openhealthtools.mdht.emf.hl7.mif2#src#org#openhealthtools#mdht#emf#hl7#mif2#internal#impl#mif2.ecore || swmuir$mdht$core#plugins#org.openhealthtools.mdht.emf.hl7.mif2#model#xhtml.ecore || swmuir$mdht$core#plugins#org.openhealthtools.mdht.uml.hl7.vocab#src#org#openhealthtools#mdht#uml#hl7#vocab#internal#impl#vocab.ecore || swmuir$mdht$core#plugins#org.openhealthtools.mdht.uml.hl7.datatypes#model#datatypes.ecore || swmuir$mdht$core#plugins#org.openhealthtools.mdht.uml.hl7.vocab#src#org#openhealthtools#mdht#uml#hl7#vocab#internal#impl#vocab.ecore,https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/mdht/mdht-models || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht || https://github.com/swmuir/mdht,Duplication of another repository,,Duplication of another repository,,,,J
https://github.com/debrecenics/property-based-locking-evaluation,debrecenics$property-based-locking-evaluation$implementation#org.mondo.collaboration.security.macl.xtext.rule#model#generated#MACLRule.ecore || debrecenics$property-based-locking-evaluation$implementation#org.mondo.collaboration.security.mpbl.xtext#model#generated#MondoPropertyBasedLocking.ecore,FTSRG$mondo-collab-framework$plugins#org.mondo.collaboration.security.macl.xtext.rule#model#generated#MACLRule.ecore || FTSRG$mondo-collab-framework$plugins#org.mondo.collaboration.security.mpbl.xtext#model#generated#MondoPropertyBasedLocking.ecore,https://github.com/FTSRG/mondo-collab-framework || https://github.com/FTSRG/mondo-collab-framework,Dependency projects added to the repository,,Dependency projects added to the repository,,,,J
https://github.com/histograph/puppet-deploy,histograph$puppet-deploy$puphpet#puppet#modules#neo4j#vendor#bundle#ruby#2.3.0#gems#puppet-4.5.3-universal-darwin#lib#puppet#vendor#rgen#test#metamodel_roundtrip_test#houseMetamodel.ecore || histograph$puppet-deploy$puphpet#puppet#modules#neo4j#vendor#bundle#ruby#2.3.0#gems#puppet-4.5.3-universal-darwin#lib#puppet#vendor#rgen#test#metamodel_roundtrip_test#using_builtin_types.ecore,mthiede$rgen$test#metamodel_roundtrip_test#houseMetamodel.ecore || mthiede$rgen$test#metamodel_roundtrip_test#using_builtin_types.ecore,https://github.com/mthiede/rgen || https://github.com/mthiede/rgen,Dependency projects added to the repository,,Unknown/missing information,,Unknown/missing information,,J
https://github.com/mde-optimiser/case_studies,mde-optimiser$case_studies$refactoring#mdeo#refactoring#src#main#resources#models#refactoring#refactoring.ecore || mde-optimiser$case_studies$class-responsability-assignment#mdeo#cra#src#main#resources#models#cra#architectureCRA.ecore || mde-optimiser$case_studies$stack#mdeo#stack#src#main#resources#models#stack#stack.ecore || mde-optimiser$case_studies$class-responsability-assignment#mdeo#cra#resources#models#cra#architectureCRA.ecore,martin-fleck$momot$examples#at.ac.tuwien.big.momot.examples.refactoring#model#refactoring.ecore || martin-fleck$cra-ttc2016$case_description#input_models#architectureCRA.ecore || martin-fleck$momot$examples#at.ac.tuwien.big.momot.examples.stack#model#stack.ecore || martin-fleck$cra-ttc2016$case_description#input_models#architectureCRA.ecore,https://github.com/martin-fleck/momot || https://github.com/martin-fleck/cra-ttc2016 || https://github.com/martin-fleck/momot || https://github.com/martin-fleck/cra-ttc2016,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,J
https://github.com/Racheast/AE_MQL,Racheast$AE_MQL$AE_MQL_WS#Ecore Files#caex_wao_300_modified_old.ecore || Racheast$AE_MQL$jee-neon#eclipse#configuration#org.eclipse.osgi#1308#0#.cp#model#AcceleoWizardModel.ecore || Racheast$AE_MQL$AE_MQL_WS#.metadata#.plugins#org.eclipse.pde.core#Launch Runtime Eclipse#org.eclipse.osgi#104#0#.cp#model#AcceleoWizardModel.ecore || Racheast$AE_MQL$AE_MQL_WS#Ecore Files#CAEX_wao_300.ecore,amlModeling$caex-workbench$plugins#caex30#caex.caex30#model#CAEX30.ecore || maxmiller$pml$workspaceEMF#.metadata#.plugins#org.eclipse.pde.core#Eclipse Application#org.eclipse.osgi#bundles#2991#1#.cp#model#AcceleoWizardModel.ecore || maxmiller$pml$workspaceEMF#.metadata#.plugins#org.eclipse.pde.core#Eclipse Application#org.eclipse.osgi#bundles#2991#1#.cp#model#AcceleoWizardModel.ecore || amlModeling$caex-workbench$plugins#caex30#caex.caex30#model#CAEX30.ecore,https://github.com/amlModeling/caex-workbench || https://github.com/maxmiller/pml || https://github.com/maxmiller/pml || https://github.com/amlModeling/caex-workbench,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,J
https://github.com/fikovnik/ttc16-cra-sigma,fikovnik$ttc16-cra-sigma$src#main#resources#architectureCRA.ecore,martin-fleck$cra-ttc2016$case_description#input_models#architectureCRA.ecore,https://github.com/martin-fleck/cra-ttc2016,Tutorial/assigments,,Tutorial/assigments,,,,J
https://github.com/kthoms/org.eclipse.xpand,kthoms$org.eclipse.xpand$plugins#org.eclipse.xtend.util.uml2ecore#stuff#Ecore.ecore || kthoms$org.eclipse.xpand$plugins#org.eclipse.xtend.util.uml2ecore#stuff#UML2.ecore,olegsergeyev$lab$plugins#org.eclipse.emf.ecore#model#Ecore.ecore || creckord$org.eclipse.uml2$deprecated#plugins#org.eclipse.uml2#model#UML2.ecore,https://github.com/olegsergeyev/lab || https://github.com/creckord/org.eclipse.uml2,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,J
https://github.com/allahbabah/sharaga,allahbabah$sharaga$ivanov#l2#webpage#model#webpage.ecore,vogellacompany$codeexamples-java$de.vogella.emf.webpage.model#model#webpage.ecore,https://github.com/vogellacompany/codeexamples-java,Tutorial/assigments,,Tutorial/assigments,,,,J
https://github.com/ferdjoukh/ATL-UTF,ferdjoukh$ATL-UTF$ATLMetrics#meta-models#Ecore.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#ATOM2RSS#metamodels#input#ATOM.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#HSM2FSM#metamodels#input#HSM.ecore || ferdjoukh$ATL-UTF$sandbox#Ecore2Maude#Ecore2Maude#metamodels#output#Maude.ecore || ferdjoukh$ATL-UTF$sandbox#MTs1#UML2ER#metamodels#input#SimpleUML.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#R2ML2RDM#metamodels#output#RDM.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#BibTexML2DocBook#metamodels#output#DocBook.ecore || ferdjoukh$ATL-UTF$ATLMetrics#trafosTest#CPL2SPL#metamodels#output#SPL.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#UML2ER#metamodels#input#SimpleUML.ecore || ferdjoukh$ATL-UTF$ATLMetrics#newMTS#Ecore2Maude#metamodels#output#Maude.ecore || ferdjoukh$ATL-UTF$ATLMetrics#meta-models#maps.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#UML2ER#metamodels#output#ER.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#CPL2SPL#metamodels#output#SPL.ecore || ferdjoukh$ATL-UTF$ATLMetrics#trafosTest#HSM2FSM#metamodels#input#HSM.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#R2ML2RDM#metamodels#input#R2ML2.ecore || ferdjoukh$ATL-UTF$sandbox#MTs1#UML2ER#metamodels#output#ER.ecore || ferdjoukh$ATL-UTF$sandbox#MTs1#HSM2FSM#metamodels#output#FSM.ecore || ferdjoukh$ATL-UTF$ATLMetrics#trafosTest#CPL2SPL#metamodels#input#CPL.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#R2ML2RDM#metamodels#input#R2ML.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#Ecore2Maude#metamodels#output#Maude.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#BibTexML2DocBook#metamodels#input#BibTeX.ecore || ferdjoukh$ATL-UTF$ATLMetrics#newMTS#Ecore2Maude#metamodels#input#Ecore.ecore || ferdjoukh$ATL-UTF$sandbox#MTs1#HSM2FSM#metamodels#input#HSM.ecore || ferdjoukh$ATL-UTF$ATLMetrics#trafosTest#HSM2FSM#metamodels#output#FSM.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#Ecore2Maude#metamodels#input#Ecore.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#HSM2FSM#metamodels#output#FSM.ecore || ferdjoukh$ATL-UTF$sandbox#Ecore2Maude#Ecore2Maude#metamodels#input#Ecore.ecore || ferdjoukh$ATL-UTF$ATLMetrics#Experiment#CPL2SPL#metamodels#input#CPL.ecore || ferdjoukh$ATL-UTF$ATLMetrics#ATL.ecore,olegsergeyev$lab$plugins#org.eclipse.emf.ecore#model#Ecore.ecore || ferdjoukh$data-MDE$meta-models#ATOM3.ecore || veriatl$Compiler.Emftvm2Boogie$fr.emn.atlanmod.emftvm.compiler#TESTS#HSM.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#Maude.ecore || ferdjoukh$data-MDE$meta-models4ATL#SimpleUML.ecore || martin-fleck$momot$examples#tse#at.ac.tuwien.big.momot.examples.tse.resources#casestudy#RDM2R2ML#metamodels#rdm.ecore || atlanmod$org.eclipse.atl.reactive$tests#org.eclipse.m2m.atl.tests#data#inputs#BibTeX2DocBook#DocBook.ecore || FURCAS-dev$FURCAS$DSLEngineering#com.sap.furcas.test#scenarioFixtures#SPL.ecore || ferdjoukh$data-MDE$meta-models4ATL#SimpleUML.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#Maude.ecore || Doelia$M2-modeles$eclipse#1013f_TP2#model#maps.ecore || levilucio$SyVOLT$ER_Copier_MM#ER_MM.ecore || FURCAS-dev$FURCAS$DSLEngineering#com.sap.furcas.test#scenarioFixtures#SPL.ecore || veriatl$Compiler.Emftvm2Boogie$fr.emn.atlanmod.emftvm.compiler#TESTS#HSM.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#R2ML.ecore || levilucio$SyVOLT$ER_Copier_MM#ER_MM.ecore || veriatl$Compiler.Emftvm2Boogie$fr.emn.atlanmod.emftvm.compiler#TESTS#HSM.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#CPL.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#R2ML.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#Maude.ecore || atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#BibTeX2DocBook#BibTeX.ecore || olegsergeyev$lab$plugins#org.eclipse.emf.ecore#model#Ecore.ecore || veriatl$Compiler.Emftvm2Boogie$fr.emn.atlanmod.emftvm.compiler#TESTS#HSM.ecore || veriatl$Compiler.Emftvm2Boogie$fr.emn.atlanmod.emftvm.compiler#TESTS#HSM.ecore || olegsergeyev$lab$plugins#org.eclipse.emf.ecore#model#Ecore.ecore || veriatl$Compiler.Emftvm2Boogie$fr.emn.atlanmod.emftvm.compiler#TESTS#HSM.ecore || olegsergeyev$lab$plugins#org.eclipse.emf.ecore#model#Ecore.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#CPL.ecore || atlanmod$org.eclipse.atl.reactive$deprecated#org.atl.eclipse.engine#src#org#atl#eclipse#engine#resources#ATL-0.2.ecore,https://github.com/olegsergeyev/lab || https://github.com/ferdjoukh/data-MDE || https://github.com/veriatl/Compiler.Emftvm2Boogie || https://github.com/DevBoost/EMFText || https://github.com/ferdjoukh/data-MDE || https://github.com/martin-fleck/momot || https://github.com/atlanmod/org.eclipse.atl.reactive || https://github.com/FURCAS-dev/FURCAS || https://github.com/ferdjoukh/data-MDE || https://github.com/DevBoost/EMFText || https://github.com/Doelia/M2-modeles || https://github.com/levilucio/SyVOLT || https://github.com/FURCAS-dev/FURCAS || https://github.com/veriatl/Compiler.Emftvm2Boogie || https://github.com/DevBoost/EMFText || https://github.com/levilucio/SyVOLT || https://github.com/veriatl/Compiler.Emftvm2Boogie || https://github.com/DevBoost/EMFText || https://github.com/DevBoost/EMFText || https://github.com/DevBoost/EMFText || https://github.com/atlanmod/EMFTVM-D || https://github.com/olegsergeyev/lab || https://github.com/veriatl/Compiler.Emftvm2Boogie || https://github.com/veriatl/Compiler.Emftvm2Boogie || https://github.com/olegsergeyev/lab || https://github.com/veriatl/Compiler.Emftvm2Boogie || https://github.com/olegsergeyev/lab || https://github.com/DevBoost/EMFText || https://github.com/atlanmod/org.eclipse.atl.reactive,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,J
https://github.com/masters-info-nantes/WhySoSirius,masters-info-nantes$WhySoSirius$fr.univnantes.alma.angular#model#angular.ecore || masters-info-nantes$WhySoSirius$fr.univnantes.alma.angular.design#model#angular.ecore,sbegaudeau$alma-m2-2015$fr.univnantes.alma.angular#model#angular.ecore || sbegaudeau$alma-m2-2015$fr.univnantes.alma.angular#model#angular.ecore,https://github.com/sbegaudeau/alma-m2-2015 || https://github.com/sbegaudeau/alma-m2-2015,Tutorial/assigments,,Tutorial/assigments,,,,J
https://github.com/Yop-La/xtext_project,Yop-La$xtext_project$model#generated#Mml.ecore,acherm$mml-showcase$org.xtext.example.mml#model#generated#Mml.ecore,https://github.com/acherm/mml-showcase,Tutorial/assigments,,Duplication of another repository,,Duplication of another repository,,J
https://github.com/sop501/ModelCodes,sop501$ModelCodes$org.eclipse.epsilon.emg.engine.test.acceptance#model#Ecore.ecore || sop501$ModelCodes$org.eclipse.epsilon.emg.engine.test.acceptance#model#SimpleGraph.ecore,olegsergeyev$lab$plugins#org.eclipse.emf.ecore#model#Ecore.ecore || arcanefoam$qvtMustus$tests#uk.ac.york.qvtd.tests.hhr#model#SimpleGraph.ecore,https://github.com/olegsergeyev/lab || https://github.com/arcanefoam/qvtMustus,Duplication of another repository,,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,J
https://github.com/alessioros/mobilecodegenerator3,alessioros$mobilecodegenerator3$it.polimi.mobilecodegenerator#bin#metamodel#metamodel.ecore || alessioros$mobilecodegenerator3$it.polimi.mobilecodegenerator#src#metamodel#metamodel.ecore,aldopolimi$mobilecodegenerator$it.polimi.mobilecodegenerator#src#metamodel#metamodel.ecore || aldopolimi$mobilecodegenerator$it.polimi.mobilecodegenerator#src#metamodel#metamodel.ecore,https://github.com/aldopolimi/mobilecodegenerator || https://github.com/aldopolimi/mobilecodegenerator,Duplication of another repository,,Duplication of another repository,,,,J
https://github.com/aurelienpepin/KIT_ConsistencyPreservation_Decomposition,aurelienpepin$KIT_ConsistencyPreservation_Decomposition$src#test#resources#specs#uml2rdbms_simple#UML.ecore || aurelienpepin$KIT_ConsistencyPreservation_Decomposition$src#test#resources#specs#uml2rdbms_simple#RDBMS.ecore,haslab$echo$examples#pt.uminho.haslab.echo.examples#metamodels#uml2rdbms_simple#UML.ecore || haslab$echo$examples#pt.uminho.haslab.echo.examples#metamodels#uml2rdbms_simple#RDBMS.ecore,https://github.com/haslab/echo || https://github.com/haslab/echo,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,J
https://github.com/wso2-attic/commons,wso2-attic$commons$wsdlvalidator#src#main#resources#model#WSDL.ecore || wso2-attic$commons$wsdlvalidator#src#main#resources#model#MIME.ecore || wso2-attic$commons$wsdlvalidator#src#main#resources#model#SOAP.ecore || wso2-attic$commons$wsdlvalidator#src#main#resources#model#HTTP.ecore,nickboldt$webtools.webservices$bundles#org.eclipse.wst.wsdl#model#WSDL.ecore || nickboldt$webtools.webservices$bundles#org.eclipse.wst.wsdl#model#MIME.ecore || nickboldt$webtools.webservices$bundles#org.eclipse.wst.wsdl#model#SOAP.ecore || nickboldt$webtools.webservices$bundles#org.eclipse.wst.wsdl#model#HTTP.ecore,https://github.com/nickboldt/webtools.webservices || https://github.com/nickboldt/webtools.webservices || https://github.com/nickboldt/webtools.webservices || https://github.com/nickboldt/webtools.webservices,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,J
https://github.com/Jasintha/jasintha-esb-tooling,Jasintha$jasintha-esb-tooling$plugins#org.wso2.developerstudio.visualdatamapper#model#dataMapper.ecore || Jasintha$jasintha-esb-tooling$plugins#org.wso2.developerstudio.eclipse.gmf.esb#model#esb.ecore,liurl3$developer_studio$data-mapper#org.wso2.developerstudio.visualdatamapper#model#dataMapper.ecore || liurl3$developer_studio$esb#org.wso2.developerstudio.eclipse.gmf.esb#model#esb.ecore,https://github.com/liurl3/developer_studio || https://github.com/liurl3/developer_studio,Duplication of another repository,,Duplication of another repository,,,,J
https://github.com/isa-group/sedl,isa-group$sedl$modules#SEDL-MetaModel#src#main#resources#generationmodel#types.ecore || isa-group$sedl$modules#SEDL-MetaModel#src#main#resources#metamodel#types.ecore,creckord$org.eclipse.uml2$plugins#org.eclipse.uml2.types#model#Types.ecore || creckord$org.eclipse.uml2$plugins#org.eclipse.uml2.types#model#Types.ecore,https://github.com/creckord/org.eclipse.uml2 || https://github.com/creckord/org.eclipse.uml2,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,J
https://github.com/surli/spinefm,surli$spinefm$spinefm-eclipseplugins-root#spinefm-examples#yourcast-simple-example#resources#MetamodelSpineFM.ecore,surli$yourcast-assets$config_examples#config_simple#MetamodelSpineFM.ecore,https://github.com/surli/yourcast-assets,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,J
https://github.com/adalrsjr1/mddsm,adalrsjr1$mddsm$mddsm-synthesis-model#src#main#resources#model#metalang4md.ecore || adalrsjr1$mddsm$mddsm-broker-model#src#main#resources#model#af.ecore || adalrsjr1$mddsm$mddsm-controller#resource#metamodel#base.ecore || adalrsjr1$mddsm$mddsm-synthesis-model#src#main#resources#model#metamodel#testing#testing.ecore || adalrsjr1$mddsm$mddsm-synthesis-model#src#main#resources#model#policies.ecore || adalrsjr1$mddsm$mddsm-synthesis-model#src#main#resources#model#metamodel#rbcml.ecore || adalrsjr1$mddsm$mddsm-controller-model#src#main#resources#model#base.ecore || adalrsjr1$mddsm$mddsm-broker-model#src#main#resources#model#layer.ecore || adalrsjr1$mddsm$mddsm-synthesis-model#src#main#resources#model#metamodel#mgridml.ecore || adalrsjr1$mddsm$mddsm-synthesis-model#src#main#resources#model#metamodel#cml.ecore || adalrsjr1$mddsm$mddsm-broker-model#src#main#resources#model#base.ecore,paulocesarmelo$mddsm-old$mddsm-synthesis#metalang4md#model#metalang4md.ecore || gcms$ncb$emf#sb#model#af.ecore || paulocesarmelo$mddsm-old$mddsm-controller#resource#metamodel#base.ecore || paulocesarmelo$mddsm-old$mddsm-synthesis#metalang4md#model#metamodel#testing#testing.ecore || paulocesarmelo$mddsm-old$mddsm-synthesis#metalang4md#model#policies.ecore || paulocesarmelo$mddsm-old$mddsm-synthesis#metalang4md#model#metamodel#rbcml.ecore || paulocesarmelo$mddsm-old$mddsm-controller#resource#metamodel#base.ecore || gcms$ncb$emf#sb#model#layer.ecore || paulocesarmelo$mddsm-old$mddsm-synthesis#metalang4md#model#metamodel#mgridml.ecore || paulocesarmelo$mddsm-old$mddsm-synthesis#metalang4md#model#metamodel#cml.ecore || gcms$ncb$trunk#ac_metrics#cvm#emf#base.ecore,https://github.com/paulocesarmelo/mddsm-old || https://github.com/gcms/ncb || https://github.com/paulocesarmelo/mddsm-old || https://github.com/paulocesarmelo/mddsm-old || https://github.com/paulocesarmelo/mddsm-old || https://github.com/paulocesarmelo/mddsm-old || https://github.com/paulocesarmelo/mddsm-old || https://github.com/gcms/ncb || https://github.com/paulocesarmelo/mddsm-old || https://github.com/paulocesarmelo/mddsm-old || https://github.com/gcms/ncb,Duplication of another repository,,Duplication of another repository,,,,J
https://github.com/wso2/devstudio-tooling-esb,wso2$devstudio-tooling-esb$plugins#org.wso2.developerstudio.eclipse.gmf.esb#model#esb.ecore,liurl3$developer_studio$esb#org.wso2.developerstudio.eclipse.gmf.esb#model#esb.ecore,https://github.com/liurl3/developer_studio,Duplication of another repository,,Duplication of another repository,,,,J
https://github.com/kraxner/moliz-codegen,kraxner$moliz-codegen$org.modelexecution.xmof.codegenerator.iml#model#xmof.ecore || kraxner$moliz-codegen$org.modelexecution.xmof.codegenerator#model#xmof.ecore || kraxner$moliz-codegen$org.modelexecution.xmof.vm.codegenerator.test#resources#iml#ImpModLang.ecore || kraxner$moliz-codegen$org.modelexecution.xmof.vm.codegenerator.test#resources#fsa#fsa.ecore || kraxner$moliz-codegen$org.modelexecution.xmof.codegenerator#xmof.ecore || kraxner$moliz-codegen$org.modelexecution.xmof.examples.iml#ImpModLang.ecore || kraxner$moliz-codegen$org.modelexecution.xmof.examples.fsa#fsa.ecore || kraxner$moliz-codegen$org.modelexecution.xmof.codegenerator.iml#xmof.ecore || kraxner$moliz-codegen$org.modelexecution.xmof.codegenerator#modelIml#xmof.ecore,moliz$moliz$org.modelexecution.xmof#model#xmof.ecore || moliz$moliz$org.modelexecution.xmof#model#xmof.ecore || planger$moliz$org.modelexecution.xmof.examples#iml#ImpModLang.ecore || moliz$moliz$org.modelexecution.xmof.examples#fsa#fsa.ecore || moliz$moliz$org.modelexecution.xmof#model#xmof.ecore || planger$moliz$org.modelexecution.xmof.examples#iml#ImpModLang.ecore || moliz$moliz$org.modelexecution.xmof.examples#fsa#fsa.ecore || moliz$moliz$org.modelexecution.xmof#model#xmof.ecore || moliz$moliz$org.modelexecution.xmof#model#xmof.ecore,https://github.com/moliz/moliz || https://github.com/moliz/moliz || https://github.com/planger/moliz || https://github.com/moliz/moliz || https://github.com/moliz/moliz || https://github.com/planger/moliz || https://github.com/moliz/moliz || https://github.com/moliz/moliz || https://github.com/moliz/moliz,Dependency projects added to the repository,,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,J
