repo;url;files;label 1 reviewer 1;label 2 reviewer 1;label 3 reviewer 1;label 1 reviewer 2;label 2 reviewer 2;label 3 reviewer 2;Final label 1;Final label 2;Final label 3;labeller
SymbianSource/oss.FCL.sftools.dev.ide.carbidecpp;https://github.com/SymbianSource/oss.FCL.sftools.dev.ide.carbidecpp;"[[""SymbianSource$oss.FCL.sftools.dev.ide.carbidecpp$core#com.nokia.carbide.cpp.codescanner#src#com#nokia#carbide#cpp#internal#codescanner#gen#CSConfig#impl#CSConfig.ecore"", ""SymbianSource$oss.FCL.sftools.dev.ide.carbidecpp$core#com.nokia.carbide.cpp.codescanner#schema#CSConfig.ecore""], [""SymbianSource$oss.FCL.sftools.dev.ide.carbidecpp$connectivity#com.nokia.carbide.remoteConnections#schema#InstallPackages.ecore"", ""SymbianSource$oss.FCL.sftools.dev.ide.carbidecpp$debuggercdi#com.nokia.carbide.trk.support#schema#InstallPackages.ecore""], [""SymbianSource$oss.FCL.sftools.dev.ide.carbidecpp$core#com.nokia.carbide.cpp.codescanner#schema#Kbdata.ecore"", ""SymbianSource$oss.FCL.sftools.dev.ide.carbidecpp$core#com.nokia.carbide.cpp.codescanner#src#com#nokia#carbide#cpp#internal#codescanner#gen#Kbdata#impl#Kbdata.ecore""]]";Different modules reuse the same meta-model;Gen/bin is not gitignored;;Duplication caused by technology;Different modules reuse the same meta-model;;Duplication caused by technology;Different modules reuse the same meta-model;;A
maybeec/oomph-task-cli;https://github.com/maybeec/oomph-task-cli;"[[""maybeec$oomph-task-cli$task-cli-updatesite#model#Oomph-cli-task-1.0.ecore"", ""maybeec$oomph-task-cli$task-cli#model#cli.ecore""]]";Different modules reuse the same meta-model;;;Different modules reuse the same meta-model;;;;;;A
pleleux-enseeiht/turnt-adventure-micro-projects;https://github.com/pleleux-enseeiht/turnt-adventure-micro-projects;"[[""pleleux-enseeiht$turnt-adventure-micro-projects$Process-Model-Validation#Part2#src#PetriNet.ecore"", ""pleleux-enseeiht$turnt-adventure-micro-projects$Process-Model-Validation#Part1#src#PetriNet.ecore""]]";Tutorial/assigments;Different modules reuse the same meta-model;;Tutorial/assigments;;;Tutorial/assigments;;;A
rhusar/smartfrog;https://github.com/rhusar/smartfrog;"[[""rhusar$smartfrog$unmaintained#extras#AuthoringTool#src#org#smartfrog#authoringtool#oawgenerator#Smartfrog.ecore"", ""rhusar$smartfrog$unmaintained#extras#AuthoringTool#Smartfrog.ecore""]]";Gen/bin is not gitignored;;;Gen/bin is not gitignored;;;;;;A
MicheleGuerriero/DICE;https://github.com/MicheleGuerriero/DICE;"[[""MicheleGuerriero$DICE$DiceModelingProject#model#TOSCA#XMLNamespace.ecore"", ""MicheleGuerriero$DICE$org.polimi.mymodelingproject#model#TOSCA#XMLNamespace.ecore""], [""MicheleGuerriero$DICE$org.polimi.mymodelingproject#model#TOSCA#_12.ecore"", ""MicheleGuerriero$DICE$DiceModelingProject#model#TOSCA#_12.ecore""]]";Different modules reuse the same meta-model;;;Different modules reuse the same meta-model;;;;;;A
BanafshehAzizi/SEET;https://github.com/BanafshehAzizi/SEET;"[[""BanafshehAzizi$SEET$evaluation#seet.evaluation.scalability#CopyTVApp#metamodels#TVAppDsl.ecore"", ""BanafshehAzizi$SEET$evaluation#seet.evaluation.scalability#CopyTVApp#metamodels#TVAppDsl2.ecore"", ""BanafshehAzizi$SEET$evaluation#seet.evaluation.correctness&completeness#Competition2TVApp.mutants#metamodels#TVAppDsl.ecore"", ""BanafshehAzizi$SEET$evaluation#seet.evaluation.scalability#Competition2TVApp#metamodels#TVAppDsl.ecore""], [""BanafshehAzizi$SEET$evaluation#seet.evaluation.correctness&completeness#Families2Persons.mutants#metamodels#Persons.ecore"", ""BanafshehAzizi$SEET$evaluation#seet.evaluation.scalability#FamiliestoPersons#metamodels#Persons.ecore"", ""BanafshehAzizi$SEET$evaluation#seet.evaluation.usefulness&usability#Families2Persons#metamodels#Persons.ecore""], [""BanafshehAzizi$SEET$evaluation#seet.evaluation.usefulness&usability#Families2Persons#metamodels#Families.ecore"", ""BanafshehAzizi$SEET$evaluation#seet.evaluation.correctness&completeness#Families2Persons.mutants#metamodels#Families.ecore"", ""BanafshehAzizi$SEET$evaluation#seet.evaluation.scalability#FamiliestoPersons#metamodels#Families.ecore""], [""BanafshehAzizi$SEET$plugins#anatlyzer#anatlyzer.atl.typing#model#generated#ATLmodified.ecore"", ""BanafshehAzizi$SEET$plugins#anatlyzer#anatlyzer.atl.typing#model#generated#merged.ecore"", ""BanafshehAzizi$SEET$plugins#anatlyzer#anatlyzer.atl.typing#model#original#ATLStatic.ecore""], [""BanafshehAzizi$SEET$evaluation#seet.evaluation.correctness&completeness#Families2Persons.mutants#metamodels#Expected.ecore"", ""BanafshehAzizi$SEET$evaluation#seet.evaluation.scalability#FamiliestoPersons#metamodels#Expected.ecore""], [""BanafshehAzizi$SEET$evaluation#seet.evaluation.scalability#Competition2TVApp#metamodels#Expected.ecore"", ""BanafshehAzizi$SEET$evaluation#seet.evaluation.correctness&completeness#Competition2TVApp.mutants#metamodels#Expected.ecore""], [""BanafshehAzizi$SEET$evaluation#seet.evaluation.scalability#Competition2TVApp#metamodels#CompetitionDsl.ecore"", ""BanafshehAzizi$SEET$evaluation#seet.evaluation.correctness&completeness#Competition2TVApp.mutants#metamodels#CompetitionDsl.ecore""]]";Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;;;;A
Zilarion/2IMP20-Generic-Language-Technology;https://github.com/Zilarion/2IMP20-Generic-Language-Technology;"[[""Zilarion$2IMP20-Generic-Language-Technology$Assignment 3#nl.tue.glt.boundingbox.platoon2boundingbox#resources#BoundingBox.ecore"", ""Zilarion$2IMP20-Generic-Language-Technology$Assignment 3#nl.tue.glt.boundingbox#model#BoundingBox.ecore"", ""Zilarion$2IMP20-Generic-Language-Technology$Assignment 3#nl.tue.glt.boundingbox.boundingbox2java#models#BoundingBox.ecore""], [""Zilarion$2IMP20-Generic-Language-Technology$Assignment 3#nl.tue.glt.platoon.platoon2nxc#models#platoon.ecore"", ""Zilarion$2IMP20-Generic-Language-Technology$Assignment 3#nl.tue.glt.platoon#model#platoon.ecore"", ""Zilarion$2IMP20-Generic-Language-Technology$Assignment 3#nl.tue.glt.boundingbox.platoon2boundingbox#resources#platoon.ecore""]]";Tutorial/assigments;;;Tutorial/assigments;;;;;;A
antoniogarmendia/Hawk-EMFSplitter_Integration;https://github.com/antoniogarmendia/Hawk-EMFSplitter_Integration;"[[""antoniogarmendia$Hawk-EMFSplitter_Integration$org.miso.mondo.wt.cs#patterns#StateMachineUnnamed.ecore"", ""antoniogarmendia$Hawk-EMFSplitter_Integration$org.miso.mondo.wt.cs#patterns#StateMachine.ecore""]]";Unknown/missing information;;;Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;A
SINTEF-9012/autorealspl;https://github.com/SINTEF-9012/autorealspl;"[[""SINTEF-9012$autorealspl$no.sintef.autorealspl.converter.parent#no.sintef.bvr.model#model#BVRMetamodel5.ecore"", ""SINTEF-9012$autorealspl$no.sintef.autorealspl.converter.parent#no.sintef.autorealspl.converter.test#src#main#resources#BVRMetamodel5.ecore""]]";Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;;;;A
Xiaoying/BIRT;https://github.com/Xiaoying/BIRT;"[[""Xiaoying$BIRT$org.eclipse.birt.chart.engine#src#model#org.eclipse.birt.chart.model.layout.ecore"", ""Xiaoying$BIRT$org.eclipse.birt.chart.engine#bin#model#org.eclipse.birt.chart.model.layout.ecore""], [""Xiaoying$BIRT$org.eclipse.birt.chart.examples.core#src#org#eclipse#birt#chart#examples#radar#model#radar.ecore"", ""Xiaoying$BIRT$org.eclipse.birt.chart.examples.core#bin#org#eclipse#birt#chart#examples#radar#model#radar.ecore""], [""Xiaoying$BIRT$org.eclipse.birt.chart.engine#bin#model#org.eclipse.birt.chart.model.type.ecore"", ""Xiaoying$BIRT$org.eclipse.birt.chart.engine#src#model#org.eclipse.birt.chart.model.type.ecore""], [""Xiaoying$BIRT$org.eclipse.birt.chart.engine#src#model#org.eclipse.birt.chart.model.ecore"", ""Xiaoying$BIRT$org.eclipse.birt.chart.engine#bin#model#org.eclipse.birt.chart.model.ecore""], [""Xiaoying$BIRT$org.eclipse.birt.chart.engine#bin#model#org.eclipse.birt.chart.model.component.ecore"", ""Xiaoying$BIRT$org.eclipse.birt.chart.engine#src#model#org.eclipse.birt.chart.model.component.ecore""], [""Xiaoying$BIRT$org.eclipse.birt.chart.engine#bin#model#org.eclipse.birt.chart.model.data.ecore"", ""Xiaoying$BIRT$org.eclipse.birt.chart.engine#src#model#org.eclipse.birt.chart.model.data.ecore""], [""Xiaoying$BIRT$org.eclipse.birt.chart.engine#bin#model#org.eclipse.birt.chart.model.attribute.ecore"", ""Xiaoying$BIRT$org.eclipse.birt.chart.engine#src#model#org.eclipse.birt.chart.model.attribute.ecore""]]";Gen/bin is not gitignored;;;Gen/bin is not gitignored;;;;;;A
shiliyan/aurora-bpmn;https://github.com/shiliyan/aurora-bpmn;"[[""shiliyan$aurora-bpmn$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore"", ""shiliyan$aurora-bpmn$org.eclipse.bpmn2#model#BPMN20.ecore""]]";Duplication caused by technology;;;Duplication caused by technology;;;;;;A
patins1/fhir4emf;https://github.com/patins1/fhir4emf;"[[""patins1$fhir4emf$plugins#org.fhir4emf.metamodel.fhir#src#org#w3#_1999#xhtml#impl#xhtml.ecore"", ""patins1$fhir4emf$plugins#org.fhir4emf.metamodel.fhir#model#xhtml.ecore""], [""patins1$fhir4emf$plugins#org.fhir4emf.metamodel.fhir#src#org#hl7#fhir#impl#fhir.ecore"", ""patins1$fhir4emf$plugins#org.fhir4emf.metamodel.fhir#model#fhir.ecore""]]";Duplication caused by technology;;;Duplication caused by technology;;;;;;A
manuelleduc/xp-gemoc-concurrent;https://github.com/manuelleduc/xp-gemoc-concurrent;"[[""manuelleduc$xp-gemoc-concurrent$without_metamodel#languages_workbenches#x10#fr.mleduc.gx10.xdsml#model-gen#GX10MT.ecore"", ""manuelleduc$xp-gemoc-concurrent$without_metamodel#languages_workbenches#x10#fr.mleduc.gx10.model#model#gx10.ecore""]]";Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;;;;A
JCPuerto/wcs76fp5;https://github.com/JCPuerto/wcs76fp5;"[[""JCPuerto$wcs76fp5$WebServicesRouter#WebContent#component-services#ecore#com.ibm.commerce.oagis9.datatypes.ecore"", ""JCPuerto$wcs76fp5$WebServicesRouter#com.ibm.commerce.oagis9.datatypes.ecore""], [""JCPuerto$wcs76fp5$WebServicesRouter#WebContent#component-services#ecore#com.ibm.commerce.oagis9.datatypes.unqualifieddatatypes.ecore"", ""JCPuerto$wcs76fp5$WebServicesRouter#com.ibm.commerce.oagis9.datatypes.unqualifieddatatypes.ecore""], [""JCPuerto$wcs76fp5$WebServicesRouter#WebContent#component-services#ecore#com.ibm.commerce.oagis9.datatypes.codelists.ecore"", ""JCPuerto$wcs76fp5$WebServicesRouter#com.ibm.commerce.oagis9.datatypes.codelists.ecore""]]";Different modules reuse the same meta-model;;;Different modules reuse the same meta-model;;;;;;A
atlanmod/EMFTVM-D;https://github.com/atlanmod/EMFTVM-D;"[[""atlanmod$EMFTVM-D$usecases#org.eclipse.m2m.atl.research.aml#examples#Adaptation#Metamodels#ATL.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#ATL2Problem#ATL-0.2.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#DSLBridge#ATL-0.2.ecore"", ""atlanmod$EMFTVM-D$deprecated#org.atl.eclipse.engine#src#org#atl#eclipse#engine#resources#ATL-0.2.ecore"", ""atlanmod$EMFTVM-D$usecases#org.eclipse.m2m.atl.research.aml#plugins#org.eclipse.m2m.atl.research.aml.engine#Metamodels#ATL.ecore"", ""atlanmod$EMFTVM-D$plugins#org.eclipse.m2m.atl.dsls#resources#ATL#Metamodel#ATL.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#models#ATL-0.2.ecore"", ""atlanmod$EMFTVM-D$plugins#org.eclipse.m2m.atl.common#src#org#eclipse#m2m#atl#common#resources#ATL.ecore""], [""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#DSLBridge#XML.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#Ant2Maven#XMLProject.ecore"", ""atlanmod$EMFTVM-D$usecases#org.eclipse.m2m.atl.research.aml#plugins#org.eclipse.m2m.atl.research.aml.engine#Metamodels#XML.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#AssertionModification#XML.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#Ant2Maven#XMLMaven.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#Book2Publication#XML.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#Ant2Maven#XML.ecore""], [""atlanmod$EMFTVM-D$usecases#org.eclipse.m2m.atl.research.aml#dsls#AML#Metamodel#TCS.ecore"", ""atlanmod$EMFTVM-D$usecases#org.eclipse.m2m.atl.research.aml#plugins#org.eclipse.m2m.atl.research.aml.engine#Metamodels#TCS.ecore"", ""atlanmod$EMFTVM-D$plugins#org.eclipse.m2m.atl.service.core#resources#TCS.ecore"", ""atlanmod$EMFTVM-D$deprecated#org.atl.eclipse.km3#src#org#atl#eclipse#km3#resources#TCS.ecore"", ""atlanmod$EMFTVM-D$plugins#org.eclipse.m2m.atl.engine#src#org#eclipse#m2m#atl#engine#parser#resources#TCS.ecore"", ""atlanmod$EMFTVM-D$plugins#org.eclipse.m2m.atl.emftvm.compiler#metamodels#TCS.ecore""], [""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.emftvm.tests#test-data#Regression#Bug413110Inheritance-out.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.emftvm.tests#test-data#EcoreCopy#My.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.emftvm.tests#test-data#Regression#Bug413110-out.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.emftvm.tests#test-data#EcoreCopy#My-out.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.emftvm.tests#test-data#Regression#Bug411230-out.ecore""], [""atlanmod$EMFTVM-D$usecases#org.eclipse.m2m.atl.research.aml#plugins#org.eclipse.m2m.atl.research.aml.engine#Metamodels#EqualMM.ecore"", ""atlanmod$EMFTVM-D$usecases#org.eclipse.m2m.atl.research.aml#examples#Adaptation#Metamodels#EqualMM.ecore"", ""atlanmod$EMFTVM-D$usecases#org.eclipse.m2m.atl.research.aml#dsls#AML#Metamodel#EqualMM.ecore""], [""atlanmod$EMFTVM-D$usecases#org.eclipse.m2m.atl.research.aml#plugins#org.eclipse.m2m.atl.research.aml.engine#Metamodels#KM3.ecore"", ""atlanmod$EMFTVM-D$deprecated#org.atl.eclipse.km3#src#org#atl#eclipse#km3#resources#KM3.ecore"", ""atlanmod$EMFTVM-D$usecases#org.eclipse.m2m.atl.research.aml#examples#Adaptation#Metamodels#KM3.ecore""], [""atlanmod$EMFTVM-D$plugins#org.eclipse.m2m.atl.common#src#org#eclipse#m2m#atl#common#resources#Problem.ecore"", ""atlanmod$EMFTVM-D$deprecated#org.atl.eclipse.engine#src#org#atl#eclipse#engine#resources#Problem.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#ATL2Problem#Problem.ecore""], [""atlanmod$EMFTVM-D$doc#org.eclipse.m2m.atl.doc#guide#tutorials#src#Persons.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#Families2Persons#Persons.ecore""], [""atlanmod$EMFTVM-D$usecases#org.eclipse.m2m.atl.research.aml#dsls#AML#Metamodel#AntScripts.ecore"", ""atlanmod$EMFTVM-D$usecases#org.eclipse.m2m.atl.research.aml#plugins#org.eclipse.m2m.atl.research.aml.engine#Metamodels#AntScripts.ecore""], [""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#expected#atl2010#SampleUML.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#atl2010#SampleUML.ecore""], [""atlanmod$EMFTVM-D$plugins#org.eclipse.m2m.atl.dsls#resources#ATL#RuntimeSupport#RefiningTrace.ecore"", ""atlanmod$EMFTVM-D$plugins#org.eclipse.m2m.atl.common#src#org#eclipse#m2m#atl#common#resources#RefiningTrace.ecore""], [""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#Families2Persons#Families.ecore"", ""atlanmod$EMFTVM-D$doc#org.eclipse.m2m.atl.doc#guide#tutorials#src#Families.ecore""], [""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#Relational2UML#relational.ecore"", ""atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#UML2Relational#relational.ecore""]]";Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;;;;A
joakimkistowski/LIMBO;https://github.com/joakimkistowski/LIMBO;"[[""joakimkistowski$LIMBO$dlim.generator#bin#tools#descartes#dlim#model#dlim.ecore"", ""joakimkistowski$LIMBO$dlim.generator#src#tools#descartes#dlim#model#dlim.ecore""]]";Gen/bin is not gitignored;;;Gen/bin is not gitignored;;;;;;A
Xilaew/uml-activity-testcasegenerator;https://github.com/Xilaew/uml-activity-testcasegenerator;"[[""Xilaew$uml-activity-testcasegenerator$org.xilaew.atg.model#model#AbstractTestCaseGraph.ecore"", ""Xilaew$uml-activity-testcasegenerator$org.xilaew.atg.model#src#org#xilaew#atg#model#abstractTestCaseGraph#impl#abstractTestCaseGraph.ecore""], [""Xilaew$uml-activity-testcasegenerator$net.sf.parteg.base#bin#test.ecore"", ""Xilaew$uml-activity-testcasegenerator$net.sf.parteg.base#test#test.ecore""], [""Xilaew$uml-activity-testcasegenerator$org.xilaew.atg.model#src#org#xilaew#atg#model#activityTestCaseGraph#impl#activityTestCaseGraph.ecore"", ""Xilaew$uml-activity-testcasegenerator$org.xilaew.atg.model#model#ActivityTestCaseGraph.ecore""]]";Gen/bin is not gitignored;;;Duplication caused by technology;Gen/bin is not gitignored;;Duplication caused by technology;Gen/bin is not gitignored;;A
vogellacompany/codeexamples-java;https://github.com/vogellacompany/codeexamples-java;"[[""vogellacompany$codeexamples-java$de.vogella.xpand.htmlconvert#src#metamodel#webpage.ecore"", ""vogellacompany$codeexamples-java$de.vogella.emf.webpage.model#model#webpage.ecore""]]";Different modules reuse the same meta-model;;;Different modules reuse the same meta-model;;;;;;A
paulofpimenta/b-reactive;https://github.com/paulofpimenta/b-reactive;"[[""paulofpimenta$b-reactive$org.cirad.dsl.metamodel#model#ecec_cormas.ecore"", ""paulofpimenta$b-reactive$org.cirad.dsl.ecec.gmf#model#ecec_cormas.ecore""]]";Different modules reuse the same meta-model;;;Different modules reuse the same meta-model;;;;;;A
SymbianSource/oss.FCL.sftools.ana.staticanaapps;https://github.com/SymbianSource/oss.FCL.sftools.ana.staticanaapps;"[[""SymbianSource$oss.FCL.sftools.ana.staticanaapps$srcanaapps#codescannerextn#com.nokia.carbide.cpp.codescanner#schema#CSConfig.ecore"", ""SymbianSource$oss.FCL.sftools.ana.staticanaapps$srcanaapps#codescannerextn#com.nokia.carbide.cpp.codescanner#src#com#nokia#carbide#cpp#internal#codescanner#gen#CSConfig#impl#CSConfig.ecore""], [""SymbianSource$oss.FCL.sftools.ana.staticanaapps$srcanaapps#codescannerextn#com.nokia.carbide.cpp.codescanner#schema#Kbdata.ecore"", ""SymbianSource$oss.FCL.sftools.ana.staticanaapps$srcanaapps#codescannerextn#com.nokia.carbide.cpp.codescanner#src#com#nokia#carbide#cpp#internal#codescanner#gen#Kbdata#impl#Kbdata.ecore""]]";Duplication caused by technology;;;Duplication caused by technology;;;;;;A
abelgomez/kyanos.benchmarks;https://github.com/abelgomez/kyanos.benchmarks;"[[""abelgomez$kyanos.benchmarks$org.eclipse.gmt.modisco.java.cdo#model#java.ecore"", ""abelgomez$kyanos.benchmarks$org.eclipse.gmt.modisco.java.kyanos#model#java.ecore"", ""abelgomez$kyanos.benchmarks$org.eclipse.gmt.modisco.java#model#java.ecore"", ""abelgomez$kyanos.benchmarks$org.eclipse.gmt.modisco.java.cdo#src#org#eclipse#gmt#modisco#java#cdo#impl#java.ecore"", ""abelgomez$kyanos.benchmarks$org.eclipse.gmt.modisco.java.kyanos#src#org#eclipse#gmt#modisco#java#kyanos#impl#java.ecore"", ""abelgomez$kyanos.benchmarks$org.eclipse.gmt.modisco.java#src#org#eclipse#gmt#modisco#java#emf#impl#java.ecore""]]";Duplication caused by technology;Different modules reuse the same meta-model;;Duplication caused by technology;Different modules reuse the same meta-model;;;;;A
lowcoupling/dono;https://github.com/lowcoupling/dono;"[[""lowcoupling$dono$com.lowcoupling.dono#src-gen#com#lowcoupling#dono#Dono.ecore"", ""lowcoupling$dono$com.lowcoupling.dono#bin#com#lowcoupling#dono#Dono.ecore""]]";Gen/bin is not gitignored;;;Gen/bin is not gitignored;;;;;;A
latacita/hydra-temp-;https://github.com/latacita/hydra-temp-;"[[""latacita$hydra-temp-$HydraOld#es.uma.lcc.project.featuremodel#model#specializationmodel.ecore"", ""latacita$hydra-temp-$Hydracan#es.uma.lcc.project.featuremodel#model#specializationmodel.ecore""], [""latacita$hydra-temp-$HydraOld#constraintHydra#metamodelos#syntax.ecore"", ""latacita$hydra-temp-$Hydracan#es.unican.hydracan.constraintHydra#metamodels#hydraConstraints.ecore""], [""latacita$hydra-temp-$Hydracan#es.uma.lcc.project.featuremodel#model#featuremodel.ecore"", ""latacita$hydra-temp-$HydraOld#es.uma.lcc.project.featuremodel#model#featuremodel.ecore""]]";Different versions of the same project;;;Different versions of the same project;;;;;;A
